# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:23:47 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03070500 BIG SANDY CREEK AT ROCKVILLE, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03070500
#            TS   parameter     Description
#        160543       00060     Discharge, cubic feet per second
#        160544       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160543_00060	160543_00060_cd
USGS	03070500	2019-07-01 23:30	EDT	383	A
USGS	03070500	2019-07-01 23:45	EDT	379	A
USGS	03070500	2019-07-02 00:00	EDT	379	A
USGS	03070500	2019-07-02 00:15	EDT	379	A
USGS	03070500	2019-07-02 00:30	EDT	376	A
USGS	03070500	2019-07-02 00:45	EDT	376	A
USGS	03070500	2019-07-02 01:00	EDT	376	A
USGS	03070500	2019-07-02 01:15	EDT	372	A
USGS	03070500	2019-07-02 01:30	EDT	368	A
USGS	03070500	2019-07-02 01:45	EDT	368	A
USGS	03070500	2019-07-02 02:00	EDT	365	A
USGS	03070500	2019-07-02 02:15	EDT	361	A
USGS	03070500	2019-07-02 02:30	EDT	365	A
USGS	03070500	2019-07-02 02:45	EDT	361	A
USGS	03070500	2019-07-02 03:00	EDT	361	A
USGS	03070500	2019-07-02 03:15	EDT	357	A
USGS	03070500	2019-07-02 03:30	EDT	354	A
USGS	03070500	2019-07-02 03:45	EDT	357	A
USGS	03070500	2019-07-02 04:00	EDT	354	A
USGS	03070500	2019-07-02 04:15	EDT	354	A
USGS	03070500	2019-07-02 04:30	EDT	347	A
USGS	03070500	2019-07-02 04:45	EDT	350	A
USGS	03070500	2019-07-02 05:00	EDT	343	A
USGS	03070500	2019-07-02 05:15	EDT	340	A
USGS	03070500	2019-07-02 05:30	EDT	347	A
USGS	03070500	2019-07-02 05:45	EDT	336	A
USGS	03070500	2019-07-02 06:15	EDT	340	A
USGS	03070500	2019-07-02 06:30	EDT	340	A
USGS	03070500	2019-07-02 06:45	EDT	340	A
USGS	03070500	2019-07-02 07:00	EDT	336	A
USGS	03070500	2019-07-02 07:15	EDT	336	A
USGS	03070500	2019-07-02 07:30	EDT	333	A
USGS	03070500	2019-07-02 07:45	EDT	330	A
USGS	03070500	2019-07-02 08:00	EDT	333	A
USGS	03070500	2019-07-02 08:15	EDT	330	A
USGS	03070500	2019-07-02 08:30	EDT	326	A
USGS	03070500	2019-07-02 08:45	EDT	320	A
USGS	03070500	2019-07-02 09:00	EDT	316	A
USGS	03070500	2019-07-02 09:15	EDT	323	A
USGS	03070500	2019-07-02 09:30	EDT	316	A
USGS	03070500	2019-07-02 09:45	EDT	316	A
USGS	03070500	2019-07-02 10:00	EDT	320	A
USGS	03070500	2019-07-02 10:15	EDT	323	A
USGS	03070500	2019-07-02 10:30	EDT	313	A
USGS	03070500	2019-07-02 10:45	EDT	316	A
USGS	03070500	2019-07-02 11:00	EDT	316	A
USGS	03070500	2019-07-02 11:15	EDT	310	A
USGS	03070500	2019-07-02 11:30	EDT	313	A
USGS	03070500	2019-07-02 11:45	EDT	313	A
USGS	03070500	2019-07-02 12:00	EDT	313	A
USGS	03070500	2019-07-02 12:15	EDT	313	A
USGS	03070500	2019-07-02 12:30	EDT	310	A
USGS	03070500	2019-07-02 12:45	EDT	310	A
USGS	03070500	2019-07-02 13:00	EDT	307	A
USGS	03070500	2019-07-02 13:15	EDT	310	A
USGS	03070500	2019-07-02 13:30	EDT	307	A
USGS	03070500	2019-07-02 13:45	EDT	304	A
USGS	03070500	2019-07-02 14:00	EDT	307	A
USGS	03070500	2019-07-02 14:15	EDT	307	A
USGS	03070500	2019-07-02 14:30	EDT	307	A
USGS	03070500	2019-07-02 14:45	EDT	304	A
USGS	03070500	2019-07-02 15:00	EDT	304	A
USGS	03070500	2019-07-02 15:15	EDT	304	A
USGS	03070500	2019-07-02 15:30	EDT	300	A
USGS	03070500	2019-07-02 15:45	EDT	307	A
USGS	03070500	2019-07-02 16:00	EDT	304	A
USGS	03070500	2019-07-02 16:15	EDT	304	A
USGS	03070500	2019-07-02 16:30	EDT	304	A
USGS	03070500	2019-07-02 16:45	EDT	307	A
USGS	03070500	2019-07-02 17:00	EDT	307	A
USGS	03070500	2019-07-02 17:15	EDT	307	A
USGS	03070500	2019-07-02 17:30	EDT	307	A
USGS	03070500	2019-07-02 17:45	EDT	310	A
USGS	03070500	2019-07-02 18:00	EDT	313	A
USGS	03070500	2019-07-02 18:15	EDT	313	A
USGS	03070500	2019-07-02 18:30	EDT	310	A
USGS	03070500	2019-07-02 18:45	EDT	320	A
USGS	03070500	2019-07-02 19:00	EDT	323	A
USGS	03070500	2019-07-02 19:15	EDT	326	A
USGS	03070500	2019-07-02 19:30	EDT	330	A
USGS	03070500	2019-07-02 19:45	EDT	336	A
USGS	03070500	2019-07-02 20:00	EDT	336	A
USGS	03070500	2019-07-02 20:15	EDT	336	A
USGS	03070500	2019-07-02 20:30	EDT	336	A
USGS	03070500	2019-07-02 20:45	EDT	336	A
USGS	03070500	2019-07-02 21:00	EDT	340	A
USGS	03070500	2019-07-02 21:15	EDT	343	A
USGS	03070500	2019-07-02 21:30	EDT	350	A
USGS	03070500	2019-07-02 21:45	EDT	354	A
USGS	03070500	2019-07-02 22:00	EDT	357	A
USGS	03070500	2019-07-02 22:15	EDT	376	A
USGS	03070500	2019-07-02 22:30	EDT	391	A
USGS	03070500	2019-07-02 22:45	EDT	426	A
USGS	03070500	2019-07-02 23:00	EDT	439	A
USGS	03070500	2019-07-02 23:15	EDT	451	A
USGS	03070500	2019-07-02 23:30	EDT	460	A
USGS	03070500	2019-07-02 23:45	EDT	456	A
USGS	03070500	2019-07-03 00:00	EDT	456	A
USGS	03070500	2019-07-03 00:15	EDT	460	A
USGS	03070500	2019-07-03 00:30	EDT	451	A
USGS	03070500	2019-07-03 00:45	EDT	460	A
USGS	03070500	2019-07-03 01:00	EDT	451	A
USGS	03070500	2019-07-03 01:15	EDT	447	A
USGS	03070500	2019-07-03 01:30	EDT	447	A
USGS	03070500	2019-07-03 01:45	EDT	443	A
USGS	03070500	2019-07-03 02:00	EDT	439	A
USGS	03070500	2019-07-03 02:15	EDT	439	A
USGS	03070500	2019-07-03 02:30	EDT	435	A
USGS	03070500	2019-07-03 02:45	EDT	426	A
USGS	03070500	2019-07-03 03:00	EDT	418	A
USGS	03070500	2019-07-03 03:15	EDT	418	A
USGS	03070500	2019-07-03 03:30	EDT	418	A
USGS	03070500	2019-07-03 03:45	EDT	414	A
USGS	03070500	2019-07-03 04:00	EDT	414	A
USGS	03070500	2019-07-03 04:15	EDT	406	A
USGS	03070500	2019-07-03 04:30	EDT	398	A
USGS	03070500	2019-07-03 04:45	EDT	398	A
USGS	03070500	2019-07-03 05:00	EDT	402	A
USGS	03070500	2019-07-03 05:15	EDT	402	A
USGS	03070500	2019-07-03 05:30	EDT	406	A
USGS	03070500	2019-07-03 05:45	EDT	406	A
USGS	03070500	2019-07-03 06:00	EDT	406	A
USGS	03070500	2019-07-03 06:15	EDT	410	A
USGS	03070500	2019-07-03 06:30	EDT	414	A
USGS	03070500	2019-07-03 06:45	EDT	418	A
USGS	03070500	2019-07-03 07:00	EDT	418	A
USGS	03070500	2019-07-03 07:15	EDT	426	A
USGS	03070500	2019-07-03 07:30	EDT	422	A
USGS	03070500	2019-07-03 07:45	EDT	430	A
USGS	03070500	2019-07-03 08:00	EDT	426	A
USGS	03070500	2019-07-03 08:15	EDT	435	A
USGS	03070500	2019-07-03 08:30	EDT	439	A
USGS	03070500	2019-07-03 08:45	EDT	451	A
USGS	03070500	2019-07-03 09:00	EDT	451	A
USGS	03070500	2019-07-03 09:15	EDT	478	A
USGS	03070500	2019-07-03 09:30	EDT	469	A
USGS	03070500	2019-07-03 09:45	EDT	487	A
USGS	03070500	2019-07-03 10:00	EDT	496	A
USGS	03070500	2019-07-03 10:15	EDT	510	A
USGS	03070500	2019-07-03 10:30	EDT	529	A
USGS	03070500	2019-07-03 10:45	EDT	529	A
USGS	03070500	2019-07-03 11:00	EDT	529	A
USGS	03070500	2019-07-03 11:15	EDT	534	A
USGS	03070500	2019-07-03 11:30	EDT	563	A
USGS	03070500	2019-07-03 11:45	EDT	543	A
USGS	03070500	2019-07-03 12:00	EDT	568	A
USGS	03070500	2019-07-03 12:15	EDT	574	A
USGS	03070500	2019-07-03 12:30	EDT	568	A
USGS	03070500	2019-07-03 12:45	EDT	553	A
USGS	03070500	2019-07-03 13:00	EDT	563	A
USGS	03070500	2019-07-03 13:15	EDT	584	A
USGS	03070500	2019-07-03 13:30	EDT	563	A
USGS	03070500	2019-07-03 13:45	EDT	568	A
USGS	03070500	2019-07-03 14:00	EDT	558	A
USGS	03070500	2019-07-03 14:15	EDT	568	A
USGS	03070500	2019-07-03 14:30	EDT	543	A
USGS	03070500	2019-07-03 14:45	EDT	534	A
USGS	03070500	2019-07-03 15:00	EDT	543	A
USGS	03070500	2019-07-03 15:15	EDT	529	A
USGS	03070500	2019-07-03 15:30	EDT	553	A
USGS	03070500	2019-07-03 15:45	EDT	529	A
USGS	03070500	2019-07-03 16:00	EDT	524	A
USGS	03070500	2019-07-03 16:15	EDT	524	A
USGS	03070500	2019-07-03 16:30	EDT	514	A
USGS	03070500	2019-07-03 16:45	EDT	510	A
USGS	03070500	2019-07-03 17:00	EDT	505	A
USGS	03070500	2019-07-03 17:15	EDT	510	A
USGS	03070500	2019-07-03 17:30	EDT	505	A
USGS	03070500	2019-07-03 17:45	EDT	496	A
USGS	03070500	2019-07-03 18:00	EDT	500	A
USGS	03070500	2019-07-03 18:15	EDT	487	A
USGS	03070500	2019-07-03 18:30	EDT	482	A
USGS	03070500	2019-07-03 18:45	EDT	473	A
USGS	03070500	2019-07-03 19:00	EDT	473	A
USGS	03070500	2019-07-03 19:15	EDT	460	A
USGS	03070500	2019-07-03 19:30	EDT	460	A
USGS	03070500	2019-07-03 19:45	EDT	451	A
USGS	03070500	2019-07-03 20:00	EDT	443	A
USGS	03070500	2019-07-03 20:15	EDT	451	A
USGS	03070500	2019-07-03 20:30	EDT	443	A
USGS	03070500	2019-07-03 20:45	EDT	430	A
USGS	03070500	2019-07-03 21:00	EDT	435	A
USGS	03070500	2019-07-03 21:15	EDT	426	A
USGS	03070500	2019-07-03 21:30	EDT	430	A
USGS	03070500	2019-07-03 21:45	EDT	418	A
USGS	03070500	2019-07-03 22:00	EDT	414	A
USGS	03070500	2019-07-03 22:15	EDT	410	A
USGS	03070500	2019-07-03 22:30	EDT	406	A
USGS	03070500	2019-07-03 22:45	EDT	410	A
USGS	03070500	2019-07-03 23:00	EDT	406	A
USGS	03070500	2019-07-03 23:15	EDT	402	A
USGS	03070500	2019-07-03 23:30	EDT	394	A
USGS	03070500	2019-07-03 23:45	EDT	394	A
USGS	03070500	2019-07-04 00:00	EDT	398	A
USGS	03070500	2019-07-04 00:15	EDT	383	A
USGS	03070500	2019-07-04 00:30	EDT	383	A
USGS	03070500	2019-07-04 00:45	EDT	379	A
USGS	03070500	2019-07-04 01:00	EDT	379	A
USGS	03070500	2019-07-04 01:15	EDT	372	A
USGS	03070500	2019-07-04 01:30	EDT	372	A
USGS	03070500	2019-07-04 01:45	EDT	379	A
USGS	03070500	2019-07-04 02:00	EDT	372	A
USGS	03070500	2019-07-04 02:15	EDT	376	A
USGS	03070500	2019-07-04 02:30	EDT	368	A
USGS	03070500	2019-07-04 02:45	EDT	365	A
USGS	03070500	2019-07-04 03:00	EDT	357	A
USGS	03070500	2019-07-04 03:15	EDT	354	A
USGS	03070500	2019-07-04 03:30	EDT	354	A
USGS	03070500	2019-07-04 03:45	EDT	354	A
USGS	03070500	2019-07-04 04:00	EDT	354	A
USGS	03070500	2019-07-04 04:15	EDT	350	A
USGS	03070500	2019-07-04 04:30	EDT	350	A
USGS	03070500	2019-07-04 04:45	EDT	354	A
USGS	03070500	2019-07-04 05:00	EDT	350	A
USGS	03070500	2019-07-04 05:15	EDT	343	A
USGS	03070500	2019-07-04 05:30	EDT	340	A
USGS	03070500	2019-07-04 05:45	EDT	340	A
USGS	03070500	2019-07-04 06:00	EDT	343	A
USGS	03070500	2019-07-04 06:15	EDT	340	A
USGS	03070500	2019-07-04 06:30	EDT	333	A
USGS	03070500	2019-07-04 06:45	EDT	333	A
USGS	03070500	2019-07-04 07:00	EDT	330	A
USGS	03070500	2019-07-04 07:15	EDT	333	A
USGS	03070500	2019-07-04 07:30	EDT	323	A
USGS	03070500	2019-07-04 07:45	EDT	330	A
USGS	03070500	2019-07-04 08:00	EDT	326	A
USGS	03070500	2019-07-04 08:15	EDT	323	A
USGS	03070500	2019-07-04 08:30	EDT	310	A
USGS	03070500	2019-07-04 08:45	EDT	310	A
USGS	03070500	2019-07-04 09:00	EDT	304	A
USGS	03070500	2019-07-04 09:15	EDT	307	A
USGS	03070500	2019-07-04 09:30	EDT	304	A
USGS	03070500	2019-07-04 09:45	EDT	307	A
USGS	03070500	2019-07-04 10:00	EDT	307	A
USGS	03070500	2019-07-04 10:15	EDT	304	A
USGS	03070500	2019-07-04 10:30	EDT	300	A
USGS	03070500	2019-07-04 10:45	EDT	297	A
USGS	03070500	2019-07-04 11:00	EDT	300	A
USGS	03070500	2019-07-04 11:15	EDT	300	A
USGS	03070500	2019-07-04 11:30	EDT	297	A
USGS	03070500	2019-07-04 11:45	EDT	297	A
USGS	03070500	2019-07-04 12:00	EDT	294	A
USGS	03070500	2019-07-04 12:15	EDT	294	A
USGS	03070500	2019-07-04 12:30	EDT	294	A
USGS	03070500	2019-07-04 12:45	EDT	294	A
USGS	03070500	2019-07-04 13:00	EDT	294	A
USGS	03070500	2019-07-04 13:15	EDT	294	A
USGS	03070500	2019-07-04 13:30	EDT	294	A
USGS	03070500	2019-07-04 13:45	EDT	288	A
USGS	03070500	2019-07-04 14:00	EDT	291	A
USGS	03070500	2019-07-04 14:15	EDT	291	A
USGS	03070500	2019-07-04 14:30	EDT	288	A
USGS	03070500	2019-07-04 14:45	EDT	285	A
USGS	03070500	2019-07-04 15:00	EDT	288	A
USGS	03070500	2019-07-04 15:15	EDT	288	A
USGS	03070500	2019-07-04 15:30	EDT	285	A
USGS	03070500	2019-07-04 15:45	EDT	288	A
USGS	03070500	2019-07-04 16:00	EDT	291	A
USGS	03070500	2019-07-04 16:15	EDT	297	A
USGS	03070500	2019-07-04 16:30	EDT	304	A
USGS	03070500	2019-07-04 16:45	EDT	300	A
USGS	03070500	2019-07-04 17:00	EDT	300	A
USGS	03070500	2019-07-04 17:15	EDT	297	A
USGS	03070500	2019-07-04 17:30	EDT	294	A
USGS	03070500	2019-07-04 17:45	EDT	294	A
USGS	03070500	2019-07-04 18:00	EDT	300	A
USGS	03070500	2019-07-04 18:15	EDT	300	A
USGS	03070500	2019-07-04 18:30	EDT	307	A
USGS	03070500	2019-07-04 18:45	EDT	307	A
USGS	03070500	2019-07-04 19:00	EDT	310	A
USGS	03070500	2019-07-04 19:15	EDT	310	A
USGS	03070500	2019-07-04 19:30	EDT	307	A
USGS	03070500	2019-07-04 19:45	EDT	307	A
USGS	03070500	2019-07-04 20:00	EDT	310	A
USGS	03070500	2019-07-04 20:15	EDT	313	A
USGS	03070500	2019-07-04 20:30	EDT	313	A
USGS	03070500	2019-07-04 20:45	EDT	313	A
USGS	03070500	2019-07-04 21:00	EDT	313	A
USGS	03070500	2019-07-04 21:15	EDT	316	A
USGS	03070500	2019-07-04 21:30	EDT	323	A
USGS	03070500	2019-07-04 21:45	EDT	323	A
USGS	03070500	2019-07-04 22:00	EDT	326	A
USGS	03070500	2019-07-04 22:15	EDT	326	A
USGS	03070500	2019-07-04 22:30	EDT	326	A
USGS	03070500	2019-07-04 22:45	EDT	330	A
USGS	03070500	2019-07-04 23:00	EDT	326	A
USGS	03070500	2019-07-04 23:15	EDT	333	A
USGS	03070500	2019-07-04 23:30	EDT	326	A
USGS	03070500	2019-07-04 23:45	EDT	326	A
USGS	03070500	2019-07-05 00:00	EDT	323	A
USGS	03070500	2019-07-05 00:15	EDT	326	A
USGS	03070500	2019-07-05 00:30	EDT	320	A
USGS	03070500	2019-07-05 00:45	EDT	320	A
USGS	03070500	2019-07-05 01:00	EDT	316	A
USGS	03070500	2019-07-05 01:15	EDT	320	A
USGS	03070500	2019-07-05 01:30	EDT	316	A
USGS	03070500	2019-07-05 01:45	EDT	316	A
USGS	03070500	2019-07-05 02:00	EDT	310	A
USGS	03070500	2019-07-05 02:15	EDT	313	A
USGS	03070500	2019-07-05 02:30	EDT	316	A
USGS	03070500	2019-07-05 02:45	EDT	313	A
USGS	03070500	2019-07-05 03:00	EDT	316	A
USGS	03070500	2019-07-05 03:15	EDT	316	A
USGS	03070500	2019-07-05 03:30	EDT	313	A
USGS	03070500	2019-07-05 03:45	EDT	310	A
USGS	03070500	2019-07-05 04:00	EDT	310	A
USGS	03070500	2019-07-05 04:15	EDT	313	A
USGS	03070500	2019-07-05 04:30	EDT	313	A
USGS	03070500	2019-07-05 04:45	EDT	310	A
USGS	03070500	2019-07-05 05:00	EDT	313	A
USGS	03070500	2019-07-05 05:15	EDT	316	A
USGS	03070500	2019-07-05 05:30	EDT	313	A
USGS	03070500	2019-07-05 05:45	EDT	313	A
USGS	03070500	2019-07-05 06:00	EDT	313	A
USGS	03070500	2019-07-05 06:30	EDT	316	A
USGS	03070500	2019-07-05 06:45	EDT	310	A
USGS	03070500	2019-07-05 07:00	EDT	313	A
USGS	03070500	2019-07-05 07:15	EDT	316	A
USGS	03070500	2019-07-05 07:30	EDT	313	A
USGS	03070500	2019-07-05 07:45	EDT	313	A
USGS	03070500	2019-07-05 08:00	EDT	320	A
USGS	03070500	2019-07-05 08:15	EDT	316	A
USGS	03070500	2019-07-05 08:30	EDT	304	A
USGS	03070500	2019-07-05 08:45	EDT	304	A
USGS	03070500	2019-07-05 09:00	EDT	310	A
USGS	03070500	2019-07-05 09:15	EDT	304	A
USGS	03070500	2019-07-05 09:30	EDT	304	A
USGS	03070500	2019-07-05 09:45	EDT	304	A
USGS	03070500	2019-07-05 10:00	EDT	300	A
USGS	03070500	2019-07-05 10:15	EDT	297	A
USGS	03070500	2019-07-05 10:30	EDT	297	A
USGS	03070500	2019-07-05 10:45	EDT	297	A
USGS	03070500	2019-07-05 11:00	EDT	300	A
USGS	03070500	2019-07-05 11:15	EDT	297	A
USGS	03070500	2019-07-05 11:30	EDT	291	A
USGS	03070500	2019-07-05 11:45	EDT	291	A
USGS	03070500	2019-07-05 12:00	EDT	288	A
USGS	03070500	2019-07-05 12:15	EDT	291	A
USGS	03070500	2019-07-05 12:30	EDT	291	A
USGS	03070500	2019-07-05 12:45	EDT	288	A
USGS	03070500	2019-07-05 13:00	EDT	285	A
USGS	03070500	2019-07-05 13:15	EDT	285	A
USGS	03070500	2019-07-05 13:30	EDT	285	A
USGS	03070500	2019-07-05 13:45	EDT	282	A
USGS	03070500	2019-07-05 14:00	EDT	285	A
USGS	03070500	2019-07-05 14:15	EDT	279	A
USGS	03070500	2019-07-05 14:30	EDT	279	A
USGS	03070500	2019-07-05 14:45	EDT	279	A
USGS	03070500	2019-07-05 15:00	EDT	279	A
USGS	03070500	2019-07-05 15:15	EDT	279	A
USGS	03070500	2019-07-05 15:30	EDT	279	A
USGS	03070500	2019-07-05 15:45	EDT	285	A
USGS	03070500	2019-07-05 16:00	EDT	288	A
USGS	03070500	2019-07-05 16:15	EDT	304	A
USGS	03070500	2019-07-05 16:30	EDT	320	A
USGS	03070500	2019-07-05 16:45	EDT	340	A
USGS	03070500	2019-07-05 17:00	EDT	383	A
USGS	03070500	2019-07-05 17:15	EDT	406	A
USGS	03070500	2019-07-05 17:30	EDT	439	A
USGS	03070500	2019-07-05 17:45	EDT	505	A
USGS	03070500	2019-07-05 18:00	EDT	543	A
USGS	03070500	2019-07-05 18:15	EDT	589	A
USGS	03070500	2019-07-05 18:30	EDT	684	A
USGS	03070500	2019-07-05 18:45	EDT	724	A
USGS	03070500	2019-07-05 19:00	EDT	744	A
USGS	03070500	2019-07-05 19:15	EDT	744	A
USGS	03070500	2019-07-05 19:30	EDT	764	A
USGS	03070500	2019-07-05 19:45	EDT	754	A
USGS	03070500	2019-07-05 20:00	EDT	724	A
USGS	03070500	2019-07-05 20:15	EDT	749	A
USGS	03070500	2019-07-05 20:30	EDT	764	A
USGS	03070500	2019-07-05 20:45	EDT	749	A
USGS	03070500	2019-07-05 21:00	EDT	754	A
USGS	03070500	2019-07-05 21:15	EDT	785	A
USGS	03070500	2019-07-05 21:30	EDT	769	A
USGS	03070500	2019-07-05 21:45	EDT	774	A
USGS	03070500	2019-07-05 22:00	EDT	790	A
USGS	03070500	2019-07-05 22:15	EDT	816	A
USGS	03070500	2019-07-05 22:30	EDT	854	A
USGS	03070500	2019-07-05 22:45	EDT	849	A
USGS	03070500	2019-07-05 23:00	EDT	934	A
USGS	03070500	2019-07-05 23:15	EDT	969	A
USGS	03070500	2019-07-05 23:30	EDT	1020	A
USGS	03070500	2019-07-05 23:45	EDT	1060	A
USGS	03070500	2019-07-06 00:00	EDT	1150	A
USGS	03070500	2019-07-06 00:15	EDT	1170	A
USGS	03070500	2019-07-06 00:30	EDT	1180	A
USGS	03070500	2019-07-06 00:45	EDT	1240	A
USGS	03070500	2019-07-06 01:00	EDT	1300	A
USGS	03070500	2019-07-06 01:15	EDT	1270	A
USGS	03070500	2019-07-06 01:30	EDT	1300	A
USGS	03070500	2019-07-06 01:45	EDT	1270	A
USGS	03070500	2019-07-06 02:00	EDT	1230	A
USGS	03070500	2019-07-06 02:15	EDT	1210	A
USGS	03070500	2019-07-06 02:30	EDT	1200	A
USGS	03070500	2019-07-06 02:45	EDT	1170	A
USGS	03070500	2019-07-06 03:00	EDT	1160	A
USGS	03070500	2019-07-06 03:15	EDT	1130	A
USGS	03070500	2019-07-06 03:30	EDT	1110	A
USGS	03070500	2019-07-06 03:45	EDT	1090	A
USGS	03070500	2019-07-06 04:00	EDT	1060	A
USGS	03070500	2019-07-06 04:15	EDT	1020	A
USGS	03070500	2019-07-06 04:30	EDT	1030	A
USGS	03070500	2019-07-06 04:45	EDT	1020	A
USGS	03070500	2019-07-06 05:00	EDT	1010	A
USGS	03070500	2019-07-06 05:15	EDT	1010	A
USGS	03070500	2019-07-06 05:30	EDT	975	A
USGS	03070500	2019-07-06 05:45	EDT	945	A
USGS	03070500	2019-07-06 06:00	EDT	928	A
USGS	03070500	2019-07-06 06:15	EDT	922	A
USGS	03070500	2019-07-06 06:30	EDT	910	A
USGS	03070500	2019-07-06 06:45	EDT	893	A
USGS	03070500	2019-07-06 07:00	EDT	876	A
USGS	03070500	2019-07-06 07:15	EDT	871	A
USGS	03070500	2019-07-06 07:30	EDT	865	A
USGS	03070500	2019-07-06 07:45	EDT	865	A
USGS	03070500	2019-07-06 08:00	EDT	882	A
USGS	03070500	2019-07-06 08:15	EDT	854	A
USGS	03070500	2019-07-06 08:30	EDT	832	A
USGS	03070500	2019-07-06 08:45	EDT	811	A
USGS	03070500	2019-07-06 09:00	EDT	832	A
USGS	03070500	2019-07-06 09:15	EDT	800	A
USGS	03070500	2019-07-06 09:30	EDT	795	A
USGS	03070500	2019-07-06 09:45	EDT	795	A
USGS	03070500	2019-07-06 10:00	EDT	785	A
USGS	03070500	2019-07-06 10:15	EDT	774	A
USGS	03070500	2019-07-06 10:30	EDT	769	A
USGS	03070500	2019-07-06 10:45	EDT	779	A
USGS	03070500	2019-07-06 11:00	EDT	754	A
USGS	03070500	2019-07-06 11:15	EDT	754	A
USGS	03070500	2019-07-06 11:30	EDT	744	A
USGS	03070500	2019-07-06 11:45	EDT	734	A
USGS	03070500	2019-07-06 12:00	EDT	739	A
USGS	03070500	2019-07-06 12:15	EDT	739	A
USGS	03070500	2019-07-06 12:30	EDT	734	A
USGS	03070500	2019-07-06 12:45	EDT	719	A
USGS	03070500	2019-07-06 13:00	EDT	699	A
USGS	03070500	2019-07-06 13:15	EDT	699	A
USGS	03070500	2019-07-06 13:30	EDT	699	A
USGS	03070500	2019-07-06 13:45	EDT	704	A
USGS	03070500	2019-07-06 14:00	EDT	678	A
USGS	03070500	2019-07-06 14:15	EDT	678	A
USGS	03070500	2019-07-06 14:30	EDT	690	A
USGS	03070500	2019-07-06 14:45	EDT	684	A
USGS	03070500	2019-07-06 15:00	EDT	694	A
USGS	03070500	2019-07-06 15:15	EDT	699	A
USGS	03070500	2019-07-06 15:30	EDT	734	A
USGS	03070500	2019-07-06 15:45	EDT	774	A
USGS	03070500	2019-07-06 16:00	EDT	785	A
USGS	03070500	2019-07-06 16:15	EDT	838	A
USGS	03070500	2019-07-06 16:30	EDT	827	A
USGS	03070500	2019-07-06 16:45	EDT	854	A
USGS	03070500	2019-07-06 17:00	EDT	865	A
USGS	03070500	2019-07-06 17:15	EDT	928	A
USGS	03070500	2019-07-06 17:30	EDT	951	A
USGS	03070500	2019-07-06 17:45	EDT	975	A
USGS	03070500	2019-07-06 18:00	EDT	993	A
USGS	03070500	2019-07-06 18:15	EDT	963	A
USGS	03070500	2019-07-06 18:30	EDT	939	A
USGS	03070500	2019-07-06 18:45	EDT	922	A
USGS	03070500	2019-07-06 19:00	EDT	899	A
USGS	03070500	2019-07-06 19:15	EDT	888	A
USGS	03070500	2019-07-06 19:30	EDT	871	A
USGS	03070500	2019-07-06 19:45	EDT	843	A
USGS	03070500	2019-07-06 20:00	EDT	876	A
USGS	03070500	2019-07-06 20:15	EDT	838	A
USGS	03070500	2019-07-06 20:30	EDT	832	A
USGS	03070500	2019-07-06 20:45	EDT	822	A
USGS	03070500	2019-07-06 21:00	EDT	806	A
USGS	03070500	2019-07-06 21:15	EDT	811	A
USGS	03070500	2019-07-06 21:30	EDT	806	A
USGS	03070500	2019-07-06 21:45	EDT	790	A
USGS	03070500	2019-07-06 22:00	EDT	785	A
USGS	03070500	2019-07-06 22:15	EDT	774	A
USGS	03070500	2019-07-06 22:30	EDT	764	A
USGS	03070500	2019-07-06 22:45	EDT	754	A
USGS	03070500	2019-07-06 23:00	EDT	774	A
USGS	03070500	2019-07-06 23:15	EDT	759	A
USGS	03070500	2019-07-06 23:30	EDT	754	A
USGS	03070500	2019-07-06 23:45	EDT	749	A
USGS	03070500	2019-07-07 00:00	EDT	744	A
USGS	03070500	2019-07-07 00:15	EDT	744	A
USGS	03070500	2019-07-07 00:30	EDT	754	A
USGS	03070500	2019-07-07 00:45	EDT	774	A
USGS	03070500	2019-07-07 01:00	EDT	779	A
USGS	03070500	2019-07-07 01:15	EDT	729	A
USGS	03070500	2019-07-07 01:30	EDT	729	A
USGS	03070500	2019-07-07 01:45	EDT	719	A
USGS	03070500	2019-07-07 02:00	EDT	729	A
USGS	03070500	2019-07-07 02:15	EDT	734	A
USGS	03070500	2019-07-07 02:30	EDT	719	A
USGS	03070500	2019-07-07 02:45	EDT	729	A
USGS	03070500	2019-07-07 03:00	EDT	724	A
USGS	03070500	2019-07-07 03:15	EDT	724	A
USGS	03070500	2019-07-07 03:30	EDT	734	A
USGS	03070500	2019-07-07 03:45	EDT	714	A
USGS	03070500	2019-07-07 04:00	EDT	724	A
USGS	03070500	2019-07-07 04:15	EDT	739	A
