# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:27:24 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03069500 CHEAT RIVER NEAR PARSONS, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03069500
#            TS   parameter     Description
#        160528       00060     Discharge, cubic feet per second
#        160529       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160528_00060	160528_00060_cd	160529_00065	160529_00065_cd
USGS	03069500	2019-06-30 23:30	EDT	9140	A	9.14	A
USGS	03069500	2019-06-30 23:45	EDT	8990	A	9.08	A
USGS	03069500	2019-07-01 00:00	EDT	9060	A	9.11	A
USGS	03069500	2019-07-01 00:15	EDT	8820	A	9.01	A
USGS	03069500	2019-07-01 00:30	EDT	8700	A	8.96	A
USGS	03069500	2019-07-01 00:45	EDT	8520	A	8.88	A
USGS	03069500	2019-07-01 01:00	EDT	8500	A	8.87	A
USGS	03069500	2019-07-01 01:15	EDT	8340	A	8.80	A
USGS	03069500	2019-07-01 01:30	EDT	8210	A	8.74	A
USGS	03069500	2019-07-01 01:45	EDT	8140	A	8.71	A
USGS	03069500	2019-07-01 02:00	EDT	7990	A	8.64	A
USGS	03069500	2019-07-01 02:15	EDT	7950	A	8.62	A
USGS	03069500	2019-07-01 02:30	EDT	7800	A	8.55	A
USGS	03069500	2019-07-01 02:45	EDT	7710	A	8.51	A
USGS	03069500	2019-07-01 03:00	EDT	7590	A	8.45	A
USGS	03069500	2019-07-01 03:15	EDT	7540	A	8.43	A
USGS	03069500	2019-07-01 03:30	EDT	7360	A	8.34	A
USGS	03069500	2019-07-01 03:45	EDT	7340	A	8.33	A
USGS	03069500	2019-07-01 04:00	EDT	7210	A	8.27	A
USGS	03069500	2019-07-01 04:15	EDT	7130	A	8.23	A
USGS	03069500	2019-07-01 04:30	EDT	6990	A	8.16	A
USGS	03069500	2019-07-01 04:45	EDT	6760	A	8.04	A
USGS	03069500	2019-07-01 05:00	EDT	6680	A	8.00	A
USGS	03069500	2019-07-01 05:15	EDT	6620	A	7.97	A
USGS	03069500	2019-07-01 05:30	EDT	6480	A	7.90	A
USGS	03069500	2019-07-01 05:45	EDT	6440	A	7.88	A
USGS	03069500	2019-07-01 06:00	EDT	6390	A	7.85	A
USGS	03069500	2019-07-01 06:15	EDT	6290	A	7.80	A
USGS	03069500	2019-07-01 06:30	EDT	6230	A	7.77	A
USGS	03069500	2019-07-01 06:45	EDT	6180	A	7.74	A
USGS	03069500	2019-07-01 07:00	EDT	6060	A	7.68	A
USGS	03069500	2019-07-01 07:15	EDT	5950	A	7.62	A
USGS	03069500	2019-07-01 07:30	EDT	5940	A	7.61	A
USGS	03069500	2019-07-01 07:45	EDT	5880	A	7.58	A
USGS	03069500	2019-07-01 08:00	EDT	5830	A	7.55	A
USGS	03069500	2019-07-01 08:15	EDT	5720	A	7.49	A
USGS	03069500	2019-07-01 08:30	EDT	5680	A	7.47	A
USGS	03069500	2019-07-01 08:45	EDT	5630	A	7.44	A
USGS	03069500	2019-07-01 09:00	EDT	5540	A	7.39	A
USGS	03069500	2019-07-01 09:15	EDT	5480	A	7.36	A
USGS	03069500	2019-07-01 09:30	EDT	5400	A	7.31	A
USGS	03069500	2019-07-01 09:45	EDT	5380	A	7.30	A
USGS	03069500	2019-07-01 10:00	EDT	5290	A	7.25	A
USGS	03069500	2019-07-01 10:15	EDT	5190	A	7.19	A
USGS	03069500	2019-07-01 10:30	EDT	5190	A	7.19	A
USGS	03069500	2019-07-01 10:45	EDT	5160	A	7.17	A
USGS	03069500	2019-07-01 11:00	EDT	5120	A	7.15	A
USGS	03069500	2019-07-01 11:15	EDT	5070	A	7.12	A
USGS	03069500	2019-07-01 11:30	EDT	5070	A	7.12	A
USGS	03069500	2019-07-01 11:45	EDT	5000	A	7.08	A
USGS	03069500	2019-07-01 12:00	EDT	4990	A	7.07	A
USGS	03069500	2019-07-01 12:15	EDT	4850	A	6.99	A
USGS	03069500	2019-07-01 12:30	EDT	4890	A	7.01	A
USGS	03069500	2019-07-01 12:45	EDT	4850	A	6.99	A
USGS	03069500	2019-07-01 13:00	EDT	4770	A	6.94	A
USGS	03069500	2019-07-01 13:15	EDT	4740	A	6.92	A
USGS	03069500	2019-07-01 13:30	EDT	4710	A	6.90	A
USGS	03069500	2019-07-01 13:45	EDT	4710	A	6.90	A
USGS	03069500	2019-07-01 14:00	EDT	4630	A	6.85	A
USGS	03069500	2019-07-01 14:15	EDT	4630	A	6.85	A
USGS	03069500	2019-07-01 14:30	EDT	4560	A	6.81	A
USGS	03069500	2019-07-01 14:45	EDT	4550	A	6.80	A
USGS	03069500	2019-07-01 15:00	EDT	4510	A	6.78	A
USGS	03069500	2019-07-01 15:15	EDT	4470	A	6.75	A
USGS	03069500	2019-07-01 15:30	EDT	4450	A	6.74	A
USGS	03069500	2019-07-01 15:45	EDT	4450	A	6.74	A
USGS	03069500	2019-07-01 16:00	EDT	4390	A	6.70	A
USGS	03069500	2019-07-01 16:15	EDT	4340	A	6.67	A
USGS	03069500	2019-07-01 16:30	EDT	4310	A	6.65	A
USGS	03069500	2019-07-01 16:45	EDT	4280	A	6.63	A
USGS	03069500	2019-07-01 17:00	EDT	4260	A	6.62	A
USGS	03069500	2019-07-01 17:15	EDT	4200	A	6.58	A
USGS	03069500	2019-07-01 17:30	EDT	4170	A	6.56	A
USGS	03069500	2019-07-01 17:45	EDT	4170	A	6.56	A
USGS	03069500	2019-07-01 18:00	EDT	4140	A	6.54	A
USGS	03069500	2019-07-01 18:15	EDT	4140	A	6.54	A
USGS	03069500	2019-07-01 18:30	EDT	4030	A	6.47	A
USGS	03069500	2019-07-01 18:45	EDT	4050	A	6.48	A
USGS	03069500	2019-07-01 19:00	EDT	4000	A	6.45	A
USGS	03069500	2019-07-01 19:15	EDT	3960	A	6.43	A
USGS	03069500	2019-07-01 19:30	EDT	3890	A	6.39	A
USGS	03069500	2019-07-01 19:45	EDT	3890	A	6.39	A
USGS	03069500	2019-07-01 20:00	EDT	3870	A	6.38	A
USGS	03069500	2019-07-01 20:15	EDT	3840	A	6.36	A
USGS	03069500	2019-07-01 20:30	EDT	3820	A	6.35	A
USGS	03069500	2019-07-01 20:45	EDT	3770	A	6.32	A
USGS	03069500	2019-07-01 21:00	EDT	3670	A	6.26	A
USGS	03069500	2019-07-01 21:15	EDT	3660	A	6.25	A
USGS	03069500	2019-07-01 21:30	EDT	3620	A	6.23	A
USGS	03069500	2019-07-01 21:45	EDT	3570	A	6.20	A
USGS	03069500	2019-07-01 22:00	EDT	3610	A	6.22	A
USGS	03069500	2019-07-01 22:15	EDT	3570	A	6.20	A
USGS	03069500	2019-07-01 22:30	EDT	3530	A	6.17	A
USGS	03069500	2019-07-01 22:45	EDT	3480	A	6.14	A
USGS	03069500	2019-07-01 23:00	EDT	3430	A	6.11	A
USGS	03069500	2019-07-01 23:15	EDT	3430	A	6.11	A
USGS	03069500	2019-07-01 23:30	EDT	3400	A	6.09	A
USGS	03069500	2019-07-01 23:45	EDT	3380	A	6.08	A
USGS	03069500	2019-07-02 00:00	EDT	3300	A	6.03	A
USGS	03069500	2019-07-02 00:15	EDT	3320	A	6.04	A
USGS	03069500	2019-07-02 00:30	EDT	3320	A	6.04	A
USGS	03069500	2019-07-02 00:45	EDT	3240	A	5.99	A
USGS	03069500	2019-07-02 01:00	EDT	3230	A	5.98	A
USGS	03069500	2019-07-02 01:15	EDT	3180	A	5.95	A
USGS	03069500	2019-07-02 01:30	EDT	3180	A	5.95	A
USGS	03069500	2019-07-02 01:45	EDT	3130	A	5.92	A
USGS	03069500	2019-07-02 02:00	EDT	3090	A	5.89	A
USGS	03069500	2019-07-02 02:15	EDT	3090	A	5.89	A
USGS	03069500	2019-07-02 02:30	EDT	3040	A	5.86	A
USGS	03069500	2019-07-02 02:45	EDT	3010	A	5.84	A
USGS	03069500	2019-07-02 03:00	EDT	3030	A	5.85	A
USGS	03069500	2019-07-02 03:15	EDT	3000	A	5.83	A
USGS	03069500	2019-07-02 03:30	EDT	2950	A	5.80	A
USGS	03069500	2019-07-02 03:45	EDT	2970	A	5.81	A
USGS	03069500	2019-07-02 04:00	EDT	2910	A	5.77	A
USGS	03069500	2019-07-02 04:15	EDT	2910	A	5.77	A
USGS	03069500	2019-07-02 04:30	EDT	2880	A	5.75	A
USGS	03069500	2019-07-02 04:45	EDT	2880	A	5.75	A
USGS	03069500	2019-07-02 05:00	EDT	2880	A	5.75	A
USGS	03069500	2019-07-02 05:15	EDT	2810	A	5.70	A
USGS	03069500	2019-07-02 05:30	EDT	2810	A	5.70	A
USGS	03069500	2019-07-02 05:45	EDT	2790	A	5.69	A
USGS	03069500	2019-07-02 06:00	EDT	2770	A	5.67	A
USGS	03069500	2019-07-02 06:15	EDT	2740	A	5.65	A
USGS	03069500	2019-07-02 06:30	EDT	2740	A	5.65	A
USGS	03069500	2019-07-02 06:45	EDT	2680	A	5.61	A
USGS	03069500	2019-07-02 07:00	EDT	2680	A	5.61	A
USGS	03069500	2019-07-02 07:15	EDT	2670	A	5.60	A
USGS	03069500	2019-07-02 07:30	EDT	2640	A	5.58	A
USGS	03069500	2019-07-02 07:45	EDT	2610	A	5.56	A
USGS	03069500	2019-07-02 08:00	EDT	2570	A	5.53	A
USGS	03069500	2019-07-02 08:15	EDT	2610	A	5.56	A
USGS	03069500	2019-07-02 08:30	EDT	2590	A	5.54	A
USGS	03069500	2019-07-02 08:45	EDT	2590	A	5.54	A
USGS	03069500	2019-07-02 09:00	EDT	2560	A	5.52	A
USGS	03069500	2019-07-02 09:15	EDT	2560	A	5.52	A
USGS	03069500	2019-07-02 09:30	EDT	2530	A	5.50	A
USGS	03069500	2019-07-02 09:45	EDT	2490	A	5.47	A
USGS	03069500	2019-07-02 10:00	EDT	2440	A	5.43	A
USGS	03069500	2019-07-02 10:15	EDT	2490	A	5.47	A
USGS	03069500	2019-07-02 10:30	EDT	2440	A	5.43	A
USGS	03069500	2019-07-02 10:45	EDT	2440	A	5.43	A
USGS	03069500	2019-07-02 11:00	EDT	2400	A	5.40	A
USGS	03069500	2019-07-02 11:15	EDT	2380	A	5.39	A
USGS	03069500	2019-07-02 11:30	EDT	2350	A	5.36	A
USGS	03069500	2019-07-02 11:45	EDT	2360	A	5.37	A
USGS	03069500	2019-07-02 12:00	EDT	2320	A	5.34	A
USGS	03069500	2019-07-02 12:15	EDT	2290	A	5.32	A
USGS	03069500	2019-07-02 12:30	EDT	2290	A	5.32	A
USGS	03069500	2019-07-02 12:45	EDT	2280	A	5.31	A
USGS	03069500	2019-07-02 13:00	EDT	2240	A	5.28	A
USGS	03069500	2019-07-02 13:15	EDT	2260	A	5.29	A
USGS	03069500	2019-07-02 13:30	EDT	2230	A	5.27	A
USGS	03069500	2019-07-02 13:45	EDT	2220	A	5.26	A
USGS	03069500	2019-07-02 14:00	EDT	2170	A	5.22	A
USGS	03069500	2019-07-02 14:15	EDT	2180	A	5.23	A
USGS	03069500	2019-07-02 14:30	EDT	2170	A	5.22	A
USGS	03069500	2019-07-02 14:45	EDT	2160	A	5.21	A
USGS	03069500	2019-07-02 15:00	EDT	2120	A	5.18	A
USGS	03069500	2019-07-02 15:15	EDT	2110	A	5.17	A
USGS	03069500	2019-07-02 15:30	EDT	2090	A	5.16	A
USGS	03069500	2019-07-02 15:45	EDT	2090	A	5.16	A
USGS	03069500	2019-07-02 16:00	EDT	2070	A	5.14	A
USGS	03069500	2019-07-02 16:15	EDT	2050	A	5.12	A
USGS	03069500	2019-07-02 16:30	EDT	2030	A	5.11	A
USGS	03069500	2019-07-02 16:45	EDT	2020	A	5.10	A
USGS	03069500	2019-07-02 17:00	EDT	2000	A	5.08	A
USGS	03069500	2019-07-02 17:15	EDT	2000	A	5.08	A
USGS	03069500	2019-07-02 17:30	EDT	1990	A	5.07	A
USGS	03069500	2019-07-02 17:45	EDT	1970	A	5.06	A
USGS	03069500	2019-07-02 18:00	EDT	1920	A	5.01	A
USGS	03069500	2019-07-02 18:15	EDT	1920	A	5.01	A
USGS	03069500	2019-07-02 18:30	EDT	1890	A	4.99	A
USGS	03069500	2019-07-02 18:45	EDT	1890	A	4.99	A
USGS	03069500	2019-07-02 19:00	EDT	1870	A	4.97	A
USGS	03069500	2019-07-02 19:15	EDT	1870	A	4.97	A
USGS	03069500	2019-07-02 19:30	EDT	1850	A	4.95	A
USGS	03069500	2019-07-02 19:45	EDT	1840	A	4.94	A
USGS	03069500	2019-07-02 20:00	EDT	1840	A	4.94	A
USGS	03069500	2019-07-02 20:15	EDT	1820	A	4.92	A
USGS	03069500	2019-07-02 20:30	EDT	1810	A	4.91	A
USGS	03069500	2019-07-02 20:45	EDT	1800	A	4.90	A
USGS	03069500	2019-07-02 21:00	EDT	1800	A	4.90	A
USGS	03069500	2019-07-02 21:15	EDT	1770	A	4.87	A
USGS	03069500	2019-07-02 21:30	EDT	1770	A	4.87	A
USGS	03069500	2019-07-02 21:45	EDT	1760	A	4.86	A
USGS	03069500	2019-07-02 22:00	EDT	1750	A	4.85	A
USGS	03069500	2019-07-02 22:15	EDT	1730	A	4.83	A
USGS	03069500	2019-07-02 22:30	EDT	1730	A	4.83	A
USGS	03069500	2019-07-02 22:45	EDT	1720	A	4.82	A
USGS	03069500	2019-07-02 23:00	EDT	1700	A	4.80	A
USGS	03069500	2019-07-02 23:15	EDT	1690	A	4.79	A
USGS	03069500	2019-07-02 23:30	EDT	1690	A	4.79	A
USGS	03069500	2019-07-02 23:45	EDT	1690	A	4.79	A
USGS	03069500	2019-07-03 00:00	EDT	1670	A	4.77	A
USGS	03069500	2019-07-03 00:15	EDT	1660	A	4.76	A
USGS	03069500	2019-07-03 00:30	EDT	1660	A	4.76	A
USGS	03069500	2019-07-03 00:45	EDT	1650	A	4.75	A
USGS	03069500	2019-07-03 01:00	EDT	1630	A	4.73	A
USGS	03069500	2019-07-03 01:15	EDT	1630	A	4.73	A
USGS	03069500	2019-07-03 01:30	EDT	1630	A	4.73	A
USGS	03069500	2019-07-03 01:45	EDT	1610	A	4.71	A
USGS	03069500	2019-07-03 02:00	EDT	1610	A	4.71	A
USGS	03069500	2019-07-03 02:15	EDT	1600	A	4.70	A
USGS	03069500	2019-07-03 02:30	EDT	1600	A	4.70	A
USGS	03069500	2019-07-03 02:45	EDT	1580	A	4.68	A
USGS	03069500	2019-07-03 03:00	EDT	1580	A	4.68	A
USGS	03069500	2019-07-03 03:15	EDT	1570	A	4.66	A
USGS	03069500	2019-07-03 03:30	EDT	1570	A	4.66	A
USGS	03069500	2019-07-03 03:45	EDT	1570	A	4.66	A
USGS	03069500	2019-07-03 04:00	EDT	1560	A	4.65	A
USGS	03069500	2019-07-03 04:15	EDT	1550	A	4.64	A
USGS	03069500	2019-07-03 04:30	EDT	1560	A	4.65	A
USGS	03069500	2019-07-03 04:45	EDT	1540	A	4.63	A
USGS	03069500	2019-07-03 05:00	EDT	1530	A	4.62	A
USGS	03069500	2019-07-03 05:15	EDT	1530	A	4.62	A
USGS	03069500	2019-07-03 05:30	EDT	1530	A	4.62	A
USGS	03069500	2019-07-03 05:45	EDT	1520	A	4.61	A
USGS	03069500	2019-07-03 06:00	EDT	1510	A	4.60	A
USGS	03069500	2019-07-03 06:15	EDT	1510	A	4.60	A
USGS	03069500	2019-07-03 06:30	EDT	1500	A	4.59	A
USGS	03069500	2019-07-03 06:45	EDT	1490	A	4.58	A
USGS	03069500	2019-07-03 07:00	EDT	1490	A	4.58	A
USGS	03069500	2019-07-03 07:15	EDT	1480	A	4.57	A
USGS	03069500	2019-07-03 07:30	EDT	1470	A	4.56	A
USGS	03069500	2019-07-03 07:45	EDT	1470	A	4.56	A
USGS	03069500	2019-07-03 08:00	EDT	1460	A	4.55	A
USGS	03069500	2019-07-03 08:15	EDT	1470	A	4.56	A
USGS	03069500	2019-07-03 08:30	EDT	1470	A	4.56	A
USGS	03069500	2019-07-03 08:45	EDT	1460	A	4.55	A
USGS	03069500	2019-07-03 09:00	EDT	1460	A	4.55	A
USGS	03069500	2019-07-03 09:15	EDT	1450	A	4.54	A
USGS	03069500	2019-07-03 09:30	EDT	1440	A	4.53	A
USGS	03069500	2019-07-03 09:45	EDT	1440	A	4.53	A
USGS	03069500	2019-07-03 10:00	EDT	1440	A	4.52	A
USGS	03069500	2019-07-03 10:15	EDT	1430	A	4.51	A
USGS	03069500	2019-07-03 10:30	EDT	1430	A	4.51	A
USGS	03069500	2019-07-03 10:45	EDT	1430	A	4.51	A
USGS	03069500	2019-07-03 11:00	EDT	1420	A	4.50	A
USGS	03069500	2019-07-03 11:15	EDT	1400	A	4.48	A
USGS	03069500	2019-07-03 11:30	EDT	1400	A	4.48	A
USGS	03069500	2019-07-03 11:45	EDT	1400	A	4.48	A
USGS	03069500	2019-07-03 12:00	EDT	1400	A	4.48	A
USGS	03069500	2019-07-03 12:15	EDT	1390	A	4.47	A
USGS	03069500	2019-07-03 12:30	EDT	1380	A	4.46	A
USGS	03069500	2019-07-03 12:45	EDT	1380	A	4.46	A
USGS	03069500	2019-07-03 13:00	EDT	1370	A	4.45	A
USGS	03069500	2019-07-03 13:15	EDT	1370	A	4.45	A
USGS	03069500	2019-07-03 13:30	EDT	1370	A	4.45	A
USGS	03069500	2019-07-03 13:45	EDT	1360	A	4.43	A
USGS	03069500	2019-07-03 14:00	EDT	1360	A	4.44	A
USGS	03069500	2019-07-03 14:15	EDT	1360	A	4.43	A
USGS	03069500	2019-07-03 14:30	EDT	1350	A	4.42	A
USGS	03069500	2019-07-03 14:45	EDT	1340	A	4.41	A
USGS	03069500	2019-07-03 15:00	EDT	1350	A	4.42	A
USGS	03069500	2019-07-03 15:15	EDT	1350	A	4.42	A
USGS	03069500	2019-07-03 15:30	EDT	1340	A	4.41	A
USGS	03069500	2019-07-03 15:45	EDT	1330	A	4.40	A
USGS	03069500	2019-07-03 16:00	EDT	1330	A	4.40	A
USGS	03069500	2019-07-03 16:15	EDT	1320	A	4.39	A
USGS	03069500	2019-07-03 16:30	EDT	1320	A	4.39	A
USGS	03069500	2019-07-03 16:45	EDT	1320	A	4.39	A
USGS	03069500	2019-07-03 17:00	EDT	1310	A	4.38	A
USGS	03069500	2019-07-03 17:15	EDT	1300	A	4.37	A
USGS	03069500	2019-07-03 17:30	EDT	1300	A	4.37	A
USGS	03069500	2019-07-03 17:45	EDT	1300	A	4.37	A
USGS	03069500	2019-07-03 18:00	EDT	1300	A	4.36	A
USGS	03069500	2019-07-03 18:15	EDT	1300	A	4.36	A
USGS	03069500	2019-07-03 18:30	EDT	1290	A	4.35	A
USGS	03069500	2019-07-03 18:45	EDT	1290	A	4.35	A
USGS	03069500	2019-07-03 19:00	EDT	1280	A	4.34	A
USGS	03069500	2019-07-03 19:15	EDT	1270	A	4.33	A
USGS	03069500	2019-07-03 19:30	EDT	1280	A	4.34	A
USGS	03069500	2019-07-03 19:45	EDT	1270	A	4.33	A
USGS	03069500	2019-07-03 20:00	EDT	1270	A	4.33	A
USGS	03069500	2019-07-03 20:15	EDT	1260	A	4.32	A
USGS	03069500	2019-07-03 20:30	EDT	1260	A	4.32	A
USGS	03069500	2019-07-03 20:45	EDT	1250	A	4.31	A
USGS	03069500	2019-07-03 21:00	EDT	1250	A	4.30	A
USGS	03069500	2019-07-03 21:15	EDT	1240	A	4.29	A
USGS	03069500	2019-07-03 21:30	EDT	1240	A	4.29	A
USGS	03069500	2019-07-03 21:45	EDT	1240	A	4.29	A
USGS	03069500	2019-07-03 22:00	EDT	1230	A	4.28	A
USGS	03069500	2019-07-03 22:15	EDT	1220	A	4.27	A
USGS	03069500	2019-07-03 22:30	EDT	1220	A	4.27	A
USGS	03069500	2019-07-03 22:45	EDT	1220	A	4.27	A
USGS	03069500	2019-07-03 23:00	EDT	1200	A	4.25	A
USGS	03069500	2019-07-03 23:15	EDT	1210	A	4.26	A
USGS	03069500	2019-07-03 23:30	EDT	1200	A	4.25	A
USGS	03069500	2019-07-03 23:45	EDT	1200	A	4.24	A
USGS	03069500	2019-07-04 00:00	EDT	1200	A	4.24	A
USGS	03069500	2019-07-04 00:15	EDT	1190	A	4.23	A
USGS	03069500	2019-07-04 00:30	EDT	1190	A	4.23	A
USGS	03069500	2019-07-04 00:45	EDT	1190	A	4.23	A
USGS	03069500	2019-07-04 01:00	EDT	1170	A	4.21	A
USGS	03069500	2019-07-04 01:15	EDT	1170	A	4.21	A
USGS	03069500	2019-07-04 01:30	EDT	1160	A	4.20	A
USGS	03069500	2019-07-04 01:45	EDT	1160	A	4.20	A
USGS	03069500	2019-07-04 02:00	EDT	1160	A	4.20	A
USGS	03069500	2019-07-04 02:15	EDT	1160	A	4.19	A
USGS	03069500	2019-07-04 02:30	EDT	1160	A	4.19	A
USGS	03069500	2019-07-04 02:45	EDT	1160	A	4.19	A
USGS	03069500	2019-07-04 03:00	EDT	1150	A	4.18	A
USGS	03069500	2019-07-04 03:15	EDT	1150	A	4.18	A
USGS	03069500	2019-07-04 03:30	EDT	1140	A	4.17	A
USGS	03069500	2019-07-04 03:45	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 04:00	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 04:15	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 04:30	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 04:45	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 05:00	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 05:15	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 05:30	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 05:45	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 06:00	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 06:15	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 06:30	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 06:45	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 07:00	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 07:15	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 07:30	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 07:45	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 08:00	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 08:15	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 08:30	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 08:45	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 09:00	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 09:15	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 09:30	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 09:45	EDT	1140	A	4.17	A
USGS	03069500	2019-07-04 10:00	EDT	1140	A	4.17	A
USGS	03069500	2019-07-04 10:15	EDT	1140	A	4.17	A
USGS	03069500	2019-07-04 10:30	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 10:45	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 11:00	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 11:15	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 11:30	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 11:45	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 12:00	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 12:15	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 12:30	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 12:45	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 13:00	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 13:15	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 13:30	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 13:45	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 14:00	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 14:15	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 14:30	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 14:45	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 15:00	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 15:15	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 15:30	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 15:45	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 16:00	EDT	1140	A	4.17	A
USGS	03069500	2019-07-04 16:15	EDT	1160	A	4.19	A
USGS	03069500	2019-07-04 16:30	EDT	1160	A	4.19	A
USGS	03069500	2019-07-04 16:45	EDT	1150	A	4.18	A
USGS	03069500	2019-07-04 17:00	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 17:15	EDT	1130	A	4.16	A
USGS	03069500	2019-07-04 17:30	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 17:45	EDT	1120	A	4.15	A
USGS	03069500	2019-07-04 18:00	EDT	1120	A	4.14	A
USGS	03069500	2019-07-04 18:15	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 18:30	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 18:45	EDT	1100	A	4.12	A
USGS	03069500	2019-07-04 19:00	EDT	1090	A	4.11	A
USGS	03069500	2019-07-04 19:15	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 19:30	EDT	1080	A	4.10	A
USGS	03069500	2019-07-04 19:45	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 20:00	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 20:15	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 20:30	EDT	1060	A	4.07	A
USGS	03069500	2019-07-04 20:45	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 21:00	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 21:15	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 21:30	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 21:45	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 22:00	EDT	1070	A	4.08	A
USGS	03069500	2019-07-04 22:15	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 22:30	EDT	1080	A	4.09	A
USGS	03069500	2019-07-04 22:45	EDT	1110	A	4.13	A
USGS	03069500	2019-07-04 23:00	EDT	1170	A	4.21	A
USGS	03069500	2019-07-04 23:15	EDT	1240	A	4.29	A
USGS	03069500	2019-07-04 23:30	EDT	1300	A	4.37	A
USGS	03069500	2019-07-04 23:45	EDT	1410	A	4.49	A
USGS	03069500	2019-07-05 00:00	EDT	1570	A	4.66	A
USGS	03069500	2019-07-05 00:15	EDT	1690	A	4.79	A
USGS	03069500	2019-07-05 00:30	EDT	1770	A	4.87	A
USGS	03069500	2019-07-05 00:45	EDT	1810	A	4.91	A
USGS	03069500	2019-07-05 01:00	EDT	1830	A	4.93	A
USGS	03069500	2019-07-05 01:15	EDT	1850	A	4.95	A
USGS	03069500	2019-07-05 01:30	EDT	1870	A	4.97	A
USGS	03069500	2019-07-05 01:45	EDT	1880	A	4.98	A
USGS	03069500	2019-07-05 02:00	EDT	1900	A	5.00	A
USGS	03069500	2019-07-05 02:15	EDT	1930	A	5.02	A
