# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-12-01 09:19:49 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03066000 BLACKWATER RIVER AT DAVIS, WV
# -----------------------------------------------------------------------------------
#
# Data provided for site 03066000
#            TS   parameter     Description
#        160506       00060     Discharge, cubic feet per second
#        160511       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	160506_00060	160506_00060_cd
USGS	03066000	2019-07-01 22:15	EDT	1180	A
USGS	03066000	2019-07-01 22:30	EDT	1170	A
USGS	03066000	2019-07-01 22:45	EDT	1160	A
USGS	03066000	2019-07-01 23:00	EDT	1140	A
USGS	03066000	2019-07-01 23:15	EDT	1140	A
USGS	03066000	2019-07-01 23:30	EDT	1120	A
USGS	03066000	2019-07-01 23:45	EDT	1110	A
USGS	03066000	2019-07-02 00:00	EDT	1100	A
USGS	03066000	2019-07-02 00:15	EDT	1090	A
USGS	03066000	2019-07-02 00:30	EDT	1080	A
USGS	03066000	2019-07-02 00:45	EDT	1060	A
USGS	03066000	2019-07-02 01:00	EDT	1060	A
USGS	03066000	2019-07-02 01:15	EDT	1040	A
USGS	03066000	2019-07-02 01:30	EDT	1030	A
USGS	03066000	2019-07-02 01:45	EDT	1020	A
USGS	03066000	2019-07-02 02:00	EDT	1010	A
USGS	03066000	2019-07-02 02:15	EDT	1000	A
USGS	03066000	2019-07-02 02:30	EDT	993	A
USGS	03066000	2019-07-02 02:45	EDT	981	A
USGS	03066000	2019-07-02 03:00	EDT	970	A
USGS	03066000	2019-07-02 03:15	EDT	962	A
USGS	03066000	2019-07-02 03:30	EDT	950	A
USGS	03066000	2019-07-02 03:45	EDT	938	A
USGS	03066000	2019-07-02 04:00	EDT	930	A
USGS	03066000	2019-07-02 04:15	EDT	919	A
USGS	03066000	2019-07-02 04:30	EDT	907	A
USGS	03066000	2019-07-02 04:45	EDT	899	A
USGS	03066000	2019-07-02 05:00	EDT	887	A
USGS	03066000	2019-07-02 05:15	EDT	880	A
USGS	03066000	2019-07-02 05:30	EDT	868	A
USGS	03066000	2019-07-02 05:45	EDT	860	A
USGS	03066000	2019-07-02 06:00	EDT	849	A
USGS	03066000	2019-07-02 06:15	EDT	837	A
USGS	03066000	2019-07-02 06:30	EDT	830	A
USGS	03066000	2019-07-02 06:45	EDT	815	A
USGS	03066000	2019-07-02 07:00	EDT	807	A
USGS	03066000	2019-07-02 07:15	EDT	796	A
USGS	03066000	2019-07-02 07:30	EDT	785	A
USGS	03066000	2019-07-02 07:45	EDT	774	A
USGS	03066000	2019-07-02 08:00	EDT	762	A
USGS	03066000	2019-07-02 08:15	EDT	755	A
USGS	03066000	2019-07-02 08:30	EDT	744	A
USGS	03066000	2019-07-02 08:45	EDT	733	A
USGS	03066000	2019-07-02 09:00	EDT	723	A
USGS	03066000	2019-07-02 09:15	EDT	712	A
USGS	03066000	2019-07-02 09:30	EDT	701	A
USGS	03066000	2019-07-02 09:45	EDT	690	A
USGS	03066000	2019-07-02 10:00	EDT	680	A
USGS	03066000	2019-07-02 10:15	EDT	669	A
USGS	03066000	2019-07-02 10:30	EDT	659	A
USGS	03066000	2019-07-02 10:45	EDT	648	A
USGS	03066000	2019-07-02 11:00	EDT	638	A
USGS	03066000	2019-07-02 11:15	EDT	624	A
USGS	03066000	2019-07-02 11:30	EDT	614	A
USGS	03066000	2019-07-02 11:45	EDT	604	A
USGS	03066000	2019-07-02 12:00	EDT	594	A
USGS	03066000	2019-07-02 12:15	EDT	584	A
USGS	03066000	2019-07-02 12:30	EDT	574	A
USGS	03066000	2019-07-02 12:45	EDT	561	A
USGS	03066000	2019-07-02 13:00	EDT	552	A
USGS	03066000	2019-07-02 13:15	EDT	543	A
USGS	03066000	2019-07-02 13:30	EDT	533	A
USGS	03066000	2019-07-02 13:45	EDT	524	A
USGS	03066000	2019-07-02 14:00	EDT	515	A
USGS	03066000	2019-07-02 14:15	EDT	506	A
USGS	03066000	2019-07-02 14:30	EDT	494	A
USGS	03066000	2019-07-02 14:45	EDT	488	A
USGS	03066000	2019-07-02 15:00	EDT	479	A
USGS	03066000	2019-07-02 15:15	EDT	470	A
USGS	03066000	2019-07-02 15:30	EDT	461	A
USGS	03066000	2019-07-02 15:45	EDT	455	A
USGS	03066000	2019-07-02 16:00	EDT	447	A
USGS	03066000	2019-07-02 16:15	EDT	441	A
USGS	03066000	2019-07-02 16:30	EDT	435	A
USGS	03066000	2019-07-02 16:45	EDT	429	A
USGS	03066000	2019-07-02 17:00	EDT	421	A
USGS	03066000	2019-07-02 17:15	EDT	415	A
USGS	03066000	2019-07-02 17:30	EDT	409	A
USGS	03066000	2019-07-02 17:45	EDT	404	A
USGS	03066000	2019-07-02 18:00	EDT	398	A
USGS	03066000	2019-07-02 18:15	EDT	393	A
USGS	03066000	2019-07-02 18:30	EDT	387	A
USGS	03066000	2019-07-02 18:45	EDT	384	A
USGS	03066000	2019-07-02 19:00	EDT	379	A
USGS	03066000	2019-07-02 19:15	EDT	374	A
USGS	03066000	2019-07-02 19:30	EDT	371	A
USGS	03066000	2019-07-02 19:45	EDT	368	A
USGS	03066000	2019-07-02 20:00	EDT	363	A
USGS	03066000	2019-07-02 20:15	EDT	360	A
USGS	03066000	2019-07-02 20:30	EDT	357	A
USGS	03066000	2019-07-02 20:45	EDT	352	A
USGS	03066000	2019-07-02 21:00	EDT	349	A
USGS	03066000	2019-07-02 21:15	EDT	347	A
USGS	03066000	2019-07-02 21:30	EDT	344	A
USGS	03066000	2019-07-02 21:45	EDT	341	A
USGS	03066000	2019-07-02 22:00	EDT	339	A
USGS	03066000	2019-07-02 22:15	EDT	336	A
USGS	03066000	2019-07-02 22:30	EDT	331	A
USGS	03066000	2019-07-02 22:45	EDT	331	A
USGS	03066000	2019-07-02 23:00	EDT	328	A
USGS	03066000	2019-07-02 23:15	EDT	326	A
USGS	03066000	2019-07-02 23:30	EDT	323	A
USGS	03066000	2019-07-02 23:45	EDT	321	A
USGS	03066000	2019-07-03 00:00	EDT	321	A
USGS	03066000	2019-07-03 00:15	EDT	318	A
USGS	03066000	2019-07-03 00:30	EDT	315	A
USGS	03066000	2019-07-03 00:45	EDT	313	A
USGS	03066000	2019-07-03 01:00	EDT	310	A
USGS	03066000	2019-07-03 01:15	EDT	310	A
USGS	03066000	2019-07-03 01:30	EDT	307	A
USGS	03066000	2019-07-03 01:45	EDT	305	A
USGS	03066000	2019-07-03 02:00	EDT	305	A
USGS	03066000	2019-07-03 02:15	EDT	302	A
USGS	03066000	2019-07-03 02:30	EDT	300	A
USGS	03066000	2019-07-03 02:45	EDT	300	A
USGS	03066000	2019-07-03 03:00	EDT	300	A
USGS	03066000	2019-07-03 03:15	EDT	297	A
USGS	03066000	2019-07-03 03:30	EDT	295	A
USGS	03066000	2019-07-03 03:45	EDT	295	A
USGS	03066000	2019-07-03 04:00	EDT	295	A
USGS	03066000	2019-07-03 04:15	EDT	292	A
USGS	03066000	2019-07-03 04:30	EDT	290	A
USGS	03066000	2019-07-03 04:45	EDT	290	A
USGS	03066000	2019-07-03 05:00	EDT	290	A
USGS	03066000	2019-07-03 05:15	EDT	287	A
USGS	03066000	2019-07-03 05:30	EDT	285	A
USGS	03066000	2019-07-03 05:45	EDT	285	A
USGS	03066000	2019-07-03 06:00	EDT	285	A
USGS	03066000	2019-07-03 06:15	EDT	282	A
USGS	03066000	2019-07-03 06:30	EDT	280	A
USGS	03066000	2019-07-03 06:45	EDT	280	A
USGS	03066000	2019-07-03 07:00	EDT	280	A
USGS	03066000	2019-07-03 07:15	EDT	277	A
USGS	03066000	2019-07-03 07:30	EDT	277	A
USGS	03066000	2019-07-03 07:45	EDT	275	A
USGS	03066000	2019-07-03 08:00	EDT	275	A
USGS	03066000	2019-07-03 08:15	EDT	275	A
USGS	03066000	2019-07-03 08:30	EDT	272	A
USGS	03066000	2019-07-03 08:45	EDT	272	A
USGS	03066000	2019-07-03 09:00	EDT	270	A
USGS	03066000	2019-07-03 09:15	EDT	270	A
USGS	03066000	2019-07-03 09:30	EDT	270	A
USGS	03066000	2019-07-03 09:45	EDT	268	A
USGS	03066000	2019-07-03 10:00	EDT	268	A
USGS	03066000	2019-07-03 10:15	EDT	265	A
USGS	03066000	2019-07-03 10:30	EDT	265	A
USGS	03066000	2019-07-03 10:45	EDT	265	A
USGS	03066000	2019-07-03 11:00	EDT	263	A
USGS	03066000	2019-07-03 11:15	EDT	263	A
USGS	03066000	2019-07-03 11:30	EDT	260	A
USGS	03066000	2019-07-03 11:45	EDT	260	A
USGS	03066000	2019-07-03 12:00	EDT	260	A
USGS	03066000	2019-07-03 12:15	EDT	260	A
USGS	03066000	2019-07-03 12:30	EDT	258	A
USGS	03066000	2019-07-03 12:45	EDT	258	A
USGS	03066000	2019-07-03 13:00	EDT	256	A
USGS	03066000	2019-07-03 13:15	EDT	256	A
USGS	03066000	2019-07-03 13:30	EDT	256	A
USGS	03066000	2019-07-03 13:45	EDT	253	A
USGS	03066000	2019-07-03 14:00	EDT	253	A
USGS	03066000	2019-07-03 14:15	EDT	251	A
USGS	03066000	2019-07-03 14:30	EDT	251	A
USGS	03066000	2019-07-03 14:45	EDT	251	A
USGS	03066000	2019-07-03 15:00	EDT	251	A
USGS	03066000	2019-07-03 15:15	EDT	249	A
USGS	03066000	2019-07-03 15:30	EDT	249	A
USGS	03066000	2019-07-03 15:45	EDT	249	A
USGS	03066000	2019-07-03 16:00	EDT	246	A
USGS	03066000	2019-07-03 16:15	EDT	246	A
USGS	03066000	2019-07-03 16:30	EDT	244	A
USGS	03066000	2019-07-03 16:45	EDT	244	A
USGS	03066000	2019-07-03 17:00	EDT	244	A
USGS	03066000	2019-07-03 17:15	EDT	242	A
USGS	03066000	2019-07-03 17:30	EDT	242	A
USGS	03066000	2019-07-03 17:45	EDT	242	A
USGS	03066000	2019-07-03 18:00	EDT	239	A
USGS	03066000	2019-07-03 18:15	EDT	237	A
USGS	03066000	2019-07-03 18:30	EDT	237	A
USGS	03066000	2019-07-03 18:45	EDT	237	A
USGS	03066000	2019-07-03 19:00	EDT	235	A
USGS	03066000	2019-07-03 19:15	EDT	235	A
USGS	03066000	2019-07-03 19:30	EDT	235	A
USGS	03066000	2019-07-03 19:45	EDT	232	A
USGS	03066000	2019-07-03 20:00	EDT	232	A
USGS	03066000	2019-07-03 20:15	EDT	232	A
USGS	03066000	2019-07-03 20:30	EDT	232	A
USGS	03066000	2019-07-03 20:45	EDT	230	A
USGS	03066000	2019-07-03 21:00	EDT	230	A
USGS	03066000	2019-07-03 21:15	EDT	228	A
USGS	03066000	2019-07-03 21:30	EDT	228	A
USGS	03066000	2019-07-03 21:45	EDT	228	A
USGS	03066000	2019-07-03 22:00	EDT	228	A
USGS	03066000	2019-07-03 22:15	EDT	226	A
USGS	03066000	2019-07-03 22:30	EDT	226	A
USGS	03066000	2019-07-03 22:45	EDT	223	A
USGS	03066000	2019-07-03 23:00	EDT	223	A
USGS	03066000	2019-07-03 23:15	EDT	223	A
USGS	03066000	2019-07-03 23:30	EDT	221	A
USGS	03066000	2019-07-03 23:45	EDT	221	A
USGS	03066000	2019-07-04 00:00	EDT	219	A
USGS	03066000	2019-07-04 00:15	EDT	219	A
USGS	03066000	2019-07-04 00:30	EDT	219	A
USGS	03066000	2019-07-04 00:45	EDT	219	A
USGS	03066000	2019-07-04 01:00	EDT	217	A
USGS	03066000	2019-07-04 01:15	EDT	217	A
USGS	03066000	2019-07-04 01:30	EDT	214	A
USGS	03066000	2019-07-04 01:45	EDT	214	A
USGS	03066000	2019-07-04 02:00	EDT	214	A
USGS	03066000	2019-07-04 02:15	EDT	212	A
USGS	03066000	2019-07-04 02:30	EDT	212	A
USGS	03066000	2019-07-04 02:45	EDT	212	A
USGS	03066000	2019-07-04 03:00	EDT	210	A
USGS	03066000	2019-07-04 03:15	EDT	210	A
USGS	03066000	2019-07-04 03:30	EDT	210	A
USGS	03066000	2019-07-04 03:45	EDT	210	A
USGS	03066000	2019-07-04 04:00	EDT	208	A
USGS	03066000	2019-07-04 04:15	EDT	208	A
USGS	03066000	2019-07-04 04:30	EDT	206	A
USGS	03066000	2019-07-04 04:45	EDT	206	A
USGS	03066000	2019-07-04 05:00	EDT	206	A
USGS	03066000	2019-07-04 05:15	EDT	206	A
USGS	03066000	2019-07-04 05:30	EDT	203	A
USGS	03066000	2019-07-04 05:45	EDT	203	A
USGS	03066000	2019-07-04 06:00	EDT	203	A
USGS	03066000	2019-07-04 06:15	EDT	201	A
USGS	03066000	2019-07-04 06:30	EDT	201	A
USGS	03066000	2019-07-04 06:45	EDT	201	A
USGS	03066000	2019-07-04 07:00	EDT	199	A
USGS	03066000	2019-07-04 07:15	EDT	199	A
USGS	03066000	2019-07-04 07:30	EDT	199	A
USGS	03066000	2019-07-04 07:45	EDT	197	A
USGS	03066000	2019-07-04 08:00	EDT	197	A
USGS	03066000	2019-07-04 08:15	EDT	197	A
USGS	03066000	2019-07-04 08:30	EDT	197	A
USGS	03066000	2019-07-04 08:45	EDT	195	A
USGS	03066000	2019-07-04 09:00	EDT	195	A
USGS	03066000	2019-07-04 09:15	EDT	195	A
USGS	03066000	2019-07-04 09:30	EDT	193	A
USGS	03066000	2019-07-04 09:45	EDT	193	A
USGS	03066000	2019-07-04 10:00	EDT	193	A
USGS	03066000	2019-07-04 10:15	EDT	193	A
USGS	03066000	2019-07-04 10:30	EDT	190	A
USGS	03066000	2019-07-04 10:45	EDT	190	A
USGS	03066000	2019-07-04 11:00	EDT	190	A
USGS	03066000	2019-07-04 11:15	EDT	188	A
USGS	03066000	2019-07-04 11:30	EDT	188	A
USGS	03066000	2019-07-04 11:45	EDT	188	A
USGS	03066000	2019-07-04 12:00	EDT	188	A
USGS	03066000	2019-07-04 12:15	EDT	188	A
USGS	03066000	2019-07-04 12:30	EDT	188	A
USGS	03066000	2019-07-04 12:45	EDT	186	A
USGS	03066000	2019-07-04 13:00	EDT	186	A
USGS	03066000	2019-07-04 13:15	EDT	186	A
USGS	03066000	2019-07-04 13:30	EDT	184	A
USGS	03066000	2019-07-04 13:45	EDT	186	A
USGS	03066000	2019-07-04 14:00	EDT	186	A
USGS	03066000	2019-07-04 14:15	EDT	186	A
USGS	03066000	2019-07-04 14:30	EDT	186	A
USGS	03066000	2019-07-04 14:45	EDT	188	A
USGS	03066000	2019-07-04 15:00	EDT	193	A
USGS	03066000	2019-07-04 15:15	EDT	197	A
USGS	03066000	2019-07-04 15:30	EDT	199	A
USGS	03066000	2019-07-04 15:45	EDT	201	A
USGS	03066000	2019-07-04 16:00	EDT	203	A
USGS	03066000	2019-07-04 16:15	EDT	206	A
USGS	03066000	2019-07-04 16:30	EDT	208	A
USGS	03066000	2019-07-04 16:45	EDT	217	A
USGS	03066000	2019-07-04 17:00	EDT	242	A
USGS	03066000	2019-07-04 17:15	EDT	282	A
USGS	03066000	2019-07-04 17:30	EDT	326	A
USGS	03066000	2019-07-04 17:45	EDT	365	A
USGS	03066000	2019-07-04 18:00	EDT	396	A
USGS	03066000	2019-07-04 18:15	EDT	424	A
USGS	03066000	2019-07-04 18:30	EDT	447	A
USGS	03066000	2019-07-04 18:45	EDT	470	A
USGS	03066000	2019-07-04 19:00	EDT	491	A
USGS	03066000	2019-07-04 19:15	EDT	509	A
USGS	03066000	2019-07-04 19:30	EDT	530	A
USGS	03066000	2019-07-04 19:45	EDT	549	A
USGS	03066000	2019-07-04 20:00	EDT	571	A
USGS	03066000	2019-07-04 20:15	EDT	594	A
USGS	03066000	2019-07-04 20:30	EDT	614	A
USGS	03066000	2019-07-04 20:45	EDT	642	A
USGS	03066000	2019-07-04 21:00	EDT	666	A
USGS	03066000	2019-07-04 21:15	EDT	690	A
USGS	03066000	2019-07-04 21:30	EDT	715	A
USGS	03066000	2019-07-04 21:45	EDT	741	A
USGS	03066000	2019-07-04 22:00	EDT	766	A
USGS	03066000	2019-07-04 22:15	EDT	792	A
USGS	03066000	2019-07-04 22:30	EDT	815	A
USGS	03066000	2019-07-04 22:45	EDT	837	A
USGS	03066000	2019-07-04 23:00	EDT	856	A
USGS	03066000	2019-07-04 23:15	EDT	876	A
USGS	03066000	2019-07-04 23:30	EDT	891	A
USGS	03066000	2019-07-04 23:45	EDT	907	A
USGS	03066000	2019-07-05 00:00	EDT	923	A
USGS	03066000	2019-07-05 00:15	EDT	934	A
USGS	03066000	2019-07-05 00:30	EDT	946	A
USGS	03066000	2019-07-05 00:45	EDT	954	A
USGS	03066000	2019-07-05 01:00	EDT	958	A
USGS	03066000	2019-07-05 01:15	EDT	962	A
USGS	03066000	2019-07-05 01:30	EDT	966	A
USGS	03066000	2019-07-05 01:45	EDT	966	A
USGS	03066000	2019-07-05 02:00	EDT	966	A
USGS	03066000	2019-07-05 02:15	EDT	962	A
USGS	03066000	2019-07-05 02:30	EDT	962	A
USGS	03066000	2019-07-05 02:45	EDT	954	A
USGS	03066000	2019-07-05 03:00	EDT	946	A
USGS	03066000	2019-07-05 03:15	EDT	938	A
USGS	03066000	2019-07-05 03:30	EDT	930	A
USGS	03066000	2019-07-05 03:45	EDT	919	A
USGS	03066000	2019-07-05 04:00	EDT	907	A
USGS	03066000	2019-07-05 04:15	EDT	891	A
USGS	03066000	2019-07-05 04:30	EDT	880	A
USGS	03066000	2019-07-05 04:45	EDT	864	A
USGS	03066000	2019-07-05 05:00	EDT	849	A
USGS	03066000	2019-07-05 05:15	EDT	830	A
USGS	03066000	2019-07-05 05:30	EDT	807	A
USGS	03066000	2019-07-05 05:45	EDT	788	A
USGS	03066000	2019-07-05 06:00	EDT	762	A
USGS	03066000	2019-07-05 06:15	EDT	741	A
USGS	03066000	2019-07-05 06:30	EDT	719	A
USGS	03066000	2019-07-05 06:45	EDT	690	A
USGS	03066000	2019-07-05 07:00	EDT	666	A
USGS	03066000	2019-07-05 07:15	EDT	642	A
USGS	03066000	2019-07-05 07:30	EDT	614	A
USGS	03066000	2019-07-05 07:45	EDT	591	A
USGS	03066000	2019-07-05 08:00	EDT	568	A
USGS	03066000	2019-07-05 08:15	EDT	552	A
USGS	03066000	2019-07-05 08:30	EDT	540	A
USGS	03066000	2019-07-05 08:45	EDT	530	A
USGS	03066000	2019-07-05 09:00	EDT	524	A
USGS	03066000	2019-07-05 09:15	EDT	518	A
USGS	03066000	2019-07-05 09:30	EDT	512	A
USGS	03066000	2019-07-05 09:45	EDT	512	A
USGS	03066000	2019-07-05 10:00	EDT	509	A
USGS	03066000	2019-07-05 10:15	EDT	506	A
USGS	03066000	2019-07-05 10:30	EDT	506	A
USGS	03066000	2019-07-05 10:45	EDT	506	A
USGS	03066000	2019-07-05 11:00	EDT	506	A
USGS	03066000	2019-07-05 11:15	EDT	503	A
USGS	03066000	2019-07-05 11:30	EDT	503	A
USGS	03066000	2019-07-05 11:45	EDT	500	A
USGS	03066000	2019-07-05 12:00	EDT	500	A
USGS	03066000	2019-07-05 12:15	EDT	500	A
USGS	03066000	2019-07-05 12:30	EDT	497	A
USGS	03066000	2019-07-05 12:45	EDT	497	A
USGS	03066000	2019-07-05 13:00	EDT	494	A
USGS	03066000	2019-07-05 13:15	EDT	494	A
USGS	03066000	2019-07-05 13:30	EDT	491	A
USGS	03066000	2019-07-05 13:45	EDT	488	A
USGS	03066000	2019-07-05 14:00	EDT	485	A
USGS	03066000	2019-07-05 14:15	EDT	482	A
USGS	03066000	2019-07-05 14:30	EDT	482	A
USGS	03066000	2019-07-05 14:45	EDT	479	A
USGS	03066000	2019-07-05 15:00	EDT	476	A
USGS	03066000	2019-07-05 15:15	EDT	473	A
USGS	03066000	2019-07-05 15:30	EDT	470	A
USGS	03066000	2019-07-05 15:45	EDT	470	A
USGS	03066000	2019-07-05 16:00	EDT	464	A
USGS	03066000	2019-07-05 16:15	EDT	464	A
USGS	03066000	2019-07-05 16:30	EDT	458	A
USGS	03066000	2019-07-05 16:45	EDT	455	A
USGS	03066000	2019-07-05 17:00	EDT	452	A
USGS	03066000	2019-07-05 17:15	EDT	449	A
USGS	03066000	2019-07-05 17:30	EDT	447	A
USGS	03066000	2019-07-05 17:45	EDT	444	A
USGS	03066000	2019-07-05 18:00	EDT	444	A
USGS	03066000	2019-07-05 18:15	EDT	441	A
USGS	03066000	2019-07-05 18:30	EDT	438	A
USGS	03066000	2019-07-05 18:45	EDT	435	A
USGS	03066000	2019-07-05 19:00	EDT	452	A
USGS	03066000	2019-07-05 19:15	EDT	473	A
USGS	03066000	2019-07-05 19:30	EDT	476	A
USGS	03066000	2019-07-05 19:45	EDT	473	A
USGS	03066000	2019-07-05 20:00	EDT	488	A
USGS	03066000	2019-07-05 20:15	EDT	524	A
USGS	03066000	2019-07-05 20:30	EDT	587	A
USGS	03066000	2019-07-05 20:45	EDT	662	A
USGS	03066000	2019-07-05 21:00	EDT	723	A
USGS	03066000	2019-07-05 21:15	EDT	766	A
USGS	03066000	2019-07-05 21:30	EDT	807	A
USGS	03066000	2019-07-05 21:45	EDT	845	A
USGS	03066000	2019-07-05 22:00	EDT	883	A
USGS	03066000	2019-07-05 22:15	EDT	911	A
USGS	03066000	2019-07-05 22:30	EDT	934	A
USGS	03066000	2019-07-05 22:45	EDT	950	A
USGS	03066000	2019-07-05 23:00	EDT	966	A
USGS	03066000	2019-07-05 23:15	EDT	977	A
USGS	03066000	2019-07-05 23:30	EDT	997	A
USGS	03066000	2019-07-05 23:45	EDT	1000	A
USGS	03066000	2019-07-06 00:00	EDT	1020	A
USGS	03066000	2019-07-06 00:15	EDT	1030	A
USGS	03066000	2019-07-06 00:30	EDT	1040	A
USGS	03066000	2019-07-06 00:45	EDT	1060	A
USGS	03066000	2019-07-06 01:00	EDT	1060	A
USGS	03066000	2019-07-06 01:15	EDT	1080	A
USGS	03066000	2019-07-06 01:30	EDT	1080	A
USGS	03066000	2019-07-06 01:45	EDT	1100	A
USGS	03066000	2019-07-06 02:00	EDT	1100	A
USGS	03066000	2019-07-06 02:15	EDT	1120	A
USGS	03066000	2019-07-06 02:30	EDT	1120	A
USGS	03066000	2019-07-06 02:45	EDT	1130	A
USGS	03066000	2019-07-06 03:00	EDT	1140	A
USGS	03066000	2019-07-06 03:15	EDT	1140	A
USGS	03066000	2019-07-06 03:30	EDT	1140	A
USGS	03066000	2019-07-06 03:45	EDT	1150	A
USGS	03066000	2019-07-06 04:00	EDT	1150	A
USGS	03066000	2019-07-06 04:15	EDT	1150	A
USGS	03066000	2019-07-06 04:30	EDT	1150	A
USGS	03066000	2019-07-06 04:45	EDT	1160	A
USGS	03066000	2019-07-06 05:00	EDT	1160	A
USGS	03066000	2019-07-06 05:15	EDT	1160	A
USGS	03066000	2019-07-06 05:30	EDT	1160	A
USGS	03066000	2019-07-06 05:45	EDT	1160	A
USGS	03066000	2019-07-06 06:00	EDT	1150	A
USGS	03066000	2019-07-06 06:15	EDT	1150	A
USGS	03066000	2019-07-06 06:30	EDT	1150	A
USGS	03066000	2019-07-06 06:45	EDT	1140	A
USGS	03066000	2019-07-06 07:00	EDT	1140	A
USGS	03066000	2019-07-06 07:15	EDT	1130	A
USGS	03066000	2019-07-06 07:30	EDT	1120	A
USGS	03066000	2019-07-06 07:45	EDT	1110	A
USGS	03066000	2019-07-06 08:00	EDT	1100	A
USGS	03066000	2019-07-06 08:15	EDT	1100	A
USGS	03066000	2019-07-06 08:30	EDT	1090	A
USGS	03066000	2019-07-06 08:45	EDT	1080	A
USGS	03066000	2019-07-06 09:00	EDT	1070	A
USGS	03066000	2019-07-06 09:15	EDT	1060	A
USGS	03066000	2019-07-06 09:30	EDT	1060	A
USGS	03066000	2019-07-06 09:45	EDT	1050	A
USGS	03066000	2019-07-06 10:00	EDT	1040	A
USGS	03066000	2019-07-06 10:15	EDT	1030	A
USGS	03066000	2019-07-06 10:30	EDT	1020	A
USGS	03066000	2019-07-06 10:45	EDT	1020	A
USGS	03066000	2019-07-06 11:00	EDT	1020	A
USGS	03066000	2019-07-06 11:15	EDT	1010	A
USGS	03066000	2019-07-06 11:30	EDT	1000	A
USGS	03066000	2019-07-06 11:45	EDT	1000	A
USGS	03066000	2019-07-06 12:00	EDT	993	A
USGS	03066000	2019-07-06 12:15	EDT	985	A
USGS	03066000	2019-07-06 12:30	EDT	981	A
USGS	03066000	2019-07-06 12:45	EDT	977	A
USGS	03066000	2019-07-06 13:00	EDT	970	A
USGS	03066000	2019-07-06 13:15	EDT	966	A
USGS	03066000	2019-07-06 13:30	EDT	962	A
USGS	03066000	2019-07-06 13:45	EDT	954	A
USGS	03066000	2019-07-06 14:00	EDT	946	A
USGS	03066000	2019-07-06 14:15	EDT	938	A
USGS	03066000	2019-07-06 14:30	EDT	934	A
USGS	03066000	2019-07-06 14:45	EDT	930	A
USGS	03066000	2019-07-06 15:00	EDT	923	A
USGS	03066000	2019-07-06 15:15	EDT	915	A
USGS	03066000	2019-07-06 15:30	EDT	907	A
USGS	03066000	2019-07-06 15:45	EDT	899	A
USGS	03066000	2019-07-06 16:00	EDT	891	A
USGS	03066000	2019-07-06 16:15	EDT	883	A
USGS	03066000	2019-07-06 16:30	EDT	880	A
USGS	03066000	2019-07-06 16:45	EDT	872	A
USGS	03066000	2019-07-06 17:00	EDT	864	A
USGS	03066000	2019-07-06 17:15	EDT	860	A
USGS	03066000	2019-07-06 17:30	EDT	853	A
USGS	03066000	2019-07-06 17:45	EDT	845	A
USGS	03066000	2019-07-06 18:00	EDT	833	A
USGS	03066000	2019-07-06 18:15	EDT	826	A
USGS	03066000	2019-07-06 18:30	EDT	818	A
USGS	03066000	2019-07-06 18:45	EDT	811	A
USGS	03066000	2019-07-06 19:00	EDT	803	A
USGS	03066000	2019-07-06 19:15	EDT	796	A
USGS	03066000	2019-07-06 19:30	EDT	788	A
USGS	03066000	2019-07-06 19:45	EDT	781	A
USGS	03066000	2019-07-06 20:00	EDT	774	A
USGS	03066000	2019-07-06 20:15	EDT	762	A
USGS	03066000	2019-07-06 20:30	EDT	755	A
USGS	03066000	2019-07-06 20:45	EDT	748	A
USGS	03066000	2019-07-06 21:00	EDT	741	A
USGS	03066000	2019-07-06 21:15	EDT	733	A
USGS	03066000	2019-07-06 21:30	EDT	726	A
USGS	03066000	2019-07-06 21:45	EDT	719	A
USGS	03066000	2019-07-06 22:00	EDT	712	A
USGS	03066000	2019-07-06 22:15	EDT	701	A
USGS	03066000	2019-07-06 22:30	EDT	694	A
USGS	03066000	2019-07-06 22:45	EDT	690	A
USGS	03066000	2019-07-06 23:00	EDT	683	A
USGS	03066000	2019-07-06 23:15	EDT	676	A
USGS	03066000	2019-07-06 23:30	EDT	669	A
USGS	03066000	2019-07-06 23:45	EDT	662	A
USGS	03066000	2019-07-07 00:00	EDT	655	A
USGS	03066000	2019-07-07 00:15	EDT	648	A
USGS	03066000	2019-07-07 00:30	EDT	642	A
USGS	03066000	2019-07-07 00:45	EDT	631	A
USGS	03066000	2019-07-07 01:00	EDT	624	A
USGS	03066000	2019-07-07 01:15	EDT	618	A
USGS	03066000	2019-07-07 01:30	EDT	614	A
USGS	03066000	2019-07-07 01:45	EDT	608	A
USGS	03066000	2019-07-07 02:00	EDT	601	A
USGS	03066000	2019-07-07 02:15	EDT	594	A
